ID,Crime,Date,Time,Suspect Gender,Suspect Race,Victim Count,Victim Gender,Victim Age,Weapon Type,Location,Address,City,County,State,Latitude,Longitude
5861,Murder,1/1/1991,UNK,UNK,UNK,1,Female,20,UNK,UNK,UNK,Los Angeles,UNK,California,34.0549,-118.2426
5863,Assault,9/16/2019,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Orange,Florida,28.51,-81.32
5878,Murder,12/20/1888,UNK,Male,White,1,Female,UNK,Knife,Clarke's Yard,Poplar High St,London,UNK,United Kingdom,51.5093193,-0.0212947
5896,Murder,UNK,UNK,Female,White,1,Female,64,Poison,Boarding House,1433 F St,Sacramento,UNK,California,38.582705,-121.4872875
5939,Murder,7/31/1980,UNK,Male,Black,1,Male,10,Firearm,South Bend Park,1955 Compton Dr SE,Atlanta,UNK,Georgia,33.698746,-84.383862
5950,Murder,3/30/1981,UNK,Male,Black,1,Male,13,Hands,Chattahoochie Bridge,92 Knox Bridge Hwy,White,UNK,Georgia,34.213733,-84.653917
5961,Murder,UNK,UNK,Female,White,1,Female,78,Poison,Boarding House,1431 F St,Sacramento,UNK,California,38.582705,-121.4872875
5963,Murder,1/30/2020,UNK,Male,Black,1,Female,52,Firearm,Apartment,500 block of Beechwood,River Rouge,UNK,Michigan,42.2658719,-83.151238
5991,Murder,1/1/1984,UNK,UNK,UNK,1,Female,23,UNK,UNK,UNK,Atlanta,UNK,Georgia,33.7488,-84.3877
5997,Rape,2/15/1981,0400,Male,White,1,Female,18,UNK,Home,UNK,Beaverton,UNK,Oregon,45.485168,-122.804489
6000,Murder,2/18/1991,UNK,Male,White,1,Male,19,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
6001,Murder,8/13/1962,UNK,Male,UNK,1,Female,8,UNK,Single Family Residence,UNK,UNK,Pierce,Washington,47.0656579,-122.394087
6009,Murder,1/1/1996,UNK,UNK,UNK,1,Female,40,UNK,UNK,UNK,Phoenix,UNK,Arizona,33.4484,-112.074
6011,Murder,8/10/1969,UNK,"Female, Male, Female, Female",UNK,4,Male,44,UNK,Single Family Residence,3301 Waverly Dr,Los Angeles,UNK,California,34.1136308,-118.2730007
6020,Murder,6/1/1973,UNK,Male,UNK,1,Female,17,UNK,Single Family Residence,UNK,West Linn,UNK,Oregon,45.3690311,-122.6757244
6029,Kidnapping,1/1/2008,1330,Male,White,1,Female,24,UNK,Byron Reece Memorial Trail,UNK,Blairsville,UNK,Georgia,34.725299,-83.909465
6031,"Kidnapping, Rape",2/4/1981,UNK,Male,White,1,Female,UNK,UNK,N/A,UNK,Yreka,UNK,California,41.735419,-122.634471
6041,Murder,1/1/1996,UNK,UNK,UNK,1,Female,23,UNK,UNK,UNK,Los Angeles,UNK,California,34.0549,-118.2426
6057,Rape,12/19/1983,UNK,Male,Hispanic,1,Female,UNK,Gun,Delaware Park Statue of David Woods,UNK,UNK,UNK,UNK,42.93412578,-78.87231204
6075,Murder,8/25/1969,UNK,Male,UNK,1,Male,35,UNK,Ranch,UNK,Los Angeles,UNK,California,34.271667,-118.616389
6099,Murder,5/15/1977,UNK,Male,White,1,Male,17-21,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
6135,Murder,1/22/1981,UNK,Male,Black,1,Male,15,Hands,Sigman Road in Rockdale County,Sigman Road SW,Conyers,UNK,Georgia,33.683036,-84.063704
6149,Murder,7/9/1988,UNK,Male,UNK,1,Female,28,UNK,Genessee River,2650 Lake Ave,Rochester,UNK,New York,43.2141173,-77.620461
6150,Murder,4/8/2018,UNK,Female,White,1,Male,82,Insulin injection,Hospital,6 Medical Center Dr,Clarksburg,UNK,West Virginia,39.2704,-80.3618
6151,Murder,6/1/1990,UNK,Female,White,1,Male,43,Handgun,US Route 19,UNK,UNK,Citrus,Florida,28.8589973,-82.7888849
6217,Murder,4/1/1983,UNK,Male,White,1,Female,17,UNK,Near Highline Community College,S. 240th St. & Pacific Hwy S.,Kent,UNK,Washington,UNK,UNK
6228,Murder,3/25/1989,UNK,Male,White,1,Male,26,UNK,South of Milwaukee,2357 South 57th St.,West Allis,UNK,Wisconsin,43.0016092,-87.9863977
6230,Murder,5/24/1991,UNK,Male,White,1,Male,31,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
6234,Assault,11/27/1976,0000,Male,White,2,Female,"16, 18",Firearm,Single Family Residence,262nd St,Queens,UNK,New York,40.7603,-73.7205
6263,Murder,7/8/1982,UNK,Male,White,1,Female,16,UNK,Along the Green River,UNK,UNK,UNK,Washington,UNK,UNK
6297,Murder,3/19/2002,1200,Male,UNK,1,Male,60,Firearm,Golf Course,UNK,Tucson,UNK,Arizona,32.1561,-111.0239
6307,Murder,8/9/1969,UNK,"Female, Female, Male",UNK,2,"Female, UNK","26, 0",UNK,Single Family Residence,10050 Cielo Dr,Los Angeles,UNK,California,34.0948181,-118.4336042
6312,Attempted Murder,8/6/1985,UNK,Male,Hispanic,2,"Male, Female","UNK, 27",UNK,Home,UNK,North Ridge,UNK,California,34.236372,-118.56224
6337,Assault,1/1/2016,0045,UNK,UNK,1,UNK,22,Firearm,Street,2800 N 58th Dr,Phoenix,Maricopa,Arizona,33.47781387,-112.1835965
6339,Sexual Assault,1/1/2008,UNK,Male,White,1,Female,24,UNK,Car,UNK,UNK,UNK,UNK,UNK,UNK
6364,Murder,8/22/1982,UNK,Male,White,1,Female,31,UNK,Near Eastgate parking lot,14200 SE Eastgate Way,Bellevue,UNK,Washington,UNK,UNK
6373,Murder,4/22/1981,UNK,Male,Black,1,Male,21,Hands,Bankhead Highway Bridge,Donald Lee Hollowell Pkwy NW,Atlanta,UNK,Georgia,33.776019,-84.44889
6374,Murder,9/22/1987,UNK,UNK,UNK,2,"Male, Female","20, 14",Knife,Ragged Island Wildlife Refuge,UNK,UNK,Isle of Wight County,Virginia,36.9588,-76.5035
6380,Attempted Robbery,UNK,UNK,Male,White,1,Female,46,UNK,Hancock Whitney ATM,101 N Monroe St,Tallahassee,UNK,Florida,30.438631,-84.280992
6397,"Murder, Sexual Assault",12/28/1989,UNK,Male,UNK,1,Female,20,UNK,Near Salmon River and Woods,N/A,UNK,UNK,New York,UNK,UNK
6399,Failure to register as a sexual offender,2/14/2018,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,Orlando,UNK,Florida,28.54,28.54
6422,Murder,2/5/1973,UNK,Male,White,1,Female,21,Handgun,University of California,UNK,Santa Cruz,UNK,California,36.974117,-122.030792
6429,"Murder, Rape",12/26/1997,Night,Male,White,1,Female,39,Firearm,UNK,E 4800 14th,Spokane,UNK,Washington,47.1,-122.5
6458,Murder,4/6/1976,UNK,Male,White,1,Male,19,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
6466,Murder,4/19/2023,UNK,UNK,UNK,1,UNK,21,Drowning,UNK,UNK,Waukegan,UNK,Illinois,42.365,-87.850
6468,Murder,4/1/1983,UNK,Male,White,1,Female,17,UNK,Near Highline Community College,S. 240th St. & Pacific Hwy S.,Kent,UNK,Washington,UNK,UNK
6490,Murder,1/1/1980,UNK,UNK,UNK,1,Female,22,UNK,UNK,UNK,Gulfport,UNK,Mississippi,30.3674,-89.0928
6512,"Murder, Assault",7/31/1977,0200,Male,White,2,"Male, Female","20, 20",Firearm,Neighborhood parking lot,86th St & 14th Ave.,Brooklyn,UNK,New York,40.602,-74.003
6524,Assault,8/12/2015,UNK,UNK,UNK,1,UNK,UNK,Firearm,Street,900 E Colter St.,Phoenix,Maricopa,Arizona,33.51302714,-112.0628252
6539,Murder,10/18/1974,UNK,Male,UNK,1,Female,17,UNK,Pizza Parlor,UNK,Midvale,UNK,Utah,40.6123825,-111.9062706
6575,Murder,1/1/1996,UNK,UNK,UNK,1,Female,23,UNK,UNK,UNK,Los Angeles,UNK,California,34.0549,-118.2426
6592,Falsely Impersonating an Officer,6/1/2018,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Orange,Florida,28.51,-81.32
6636,"Homicide, Sexual Assault",2/3/1981,UNK,Male,White,2,"Female, Female","37, 14",UNK,Home,UNK,Shasta City,UNK,California,40.790886,-121.847449
6643,Murder,1/1/1974,UNK,UNK,UNK,1,Female,UNK,UNK,UNK,UNK,Cincinnati,UNK,Ohio,39.1031,-84.512
6669,Murder,8/9/1969,UNK,UNK,UNK,1,Male,32,UNK,Single Family Residence,10050 Cielo Dr,Los Angeles,UNK,California,34.0948181,-118.4336042
6703,Murder,1/1/1993,UNK,UNK,UNK,1,Female,40,UNK,UNK,UNK,Las Vegas,UNK,Nevada,36.1716,-115.1391
6732,Murder,1/1/1981,UNK,UNK,UNK,1,Female,35,UNK,UNK,UNK,Atlanta,UNK,Georgia,33.7488,-84.3877
6733,Murder,10/15/1980,UNK,Male,White,1,Female,26,Firearm,Mount Tamalpais State Park,3801 Panoramic Hwy,Mill Valley,UNK,California,37.9039,-122.6038
6737,Wiretapping,10/1/2019,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,UNK,Florida,UNK,UNK
6765,Murder,3/16/2023,UNK,UNK,UNK,1,UNK,24,Drowning,Chicago River,UNK,Chicago,UNK,Illinois,41.889,-87.623
6787,Murder,10/3/2002,0958,Male,UNK,1,Female,25,Firearm,Gas Station,Connecticut Ave & Knowles Ave,Kensington,UNK,Maryland,39.028,-77.0761
6814,"Kidnapping, Rape",2/3/1981,UNK,Male,White,1,Female,18,UNK,N/A,UNK,edding,UNK,California,40.58654,-122.391678
6815,Murder,5/2/1997,UNK,Male,White,1,Male,33,Firearm,UNK,UNK,Rush City,UNK,Minnesota,UNK,UNK
6839,"Murder, Sexual Assault, Robbery",4/3/1888,UNK,Male,White,1,Female,UNK,Knife,Street Junction,E1 6RE,London,UNK,United Kingdom,51.5173102,-0.0727328
6895,Murder,9/24/1990,UNK,Male,White,1,Male,23,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
6901,Abduction,9/13/2014,0045,Male,Black,1,Female,18,UNK,McGrady's Pub,946 Grady Ave,UNK,UNK,UNK,38.03804,-78.49118
6902,Murder,4/4/2011,UNK,Male,UNK,1,Male,17-23,Hands,Gilgo Beach,UNK,Babylon,UNK,New York,40.61921545,-73.39766586
6912,Murder,4/26/1982,UNK,Female,White,1,Female,61,Poison,Boarding House,1426 F St,Sacramento,UNK,California,38.582705,-121.4872875
6913,Murder,10/30/1966,2130,Male,UNK,1,Female,17,Knife,Riverside City College,4800 Magnolia Ave,Riverside,UNK,California,33.9711426,-117.38312
6920,Murder,1/1/1976,UNK,UNK,UNK,1,Female,UNK,UNK,UNK,UNK,St. Louis,UNK,Missouri,38.627,-90.1994
6949,Murder,8/6/1976,UNK,Male,White,1,Male,21-27,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
6960,"Murder, Rape",12/28/1988,Night,Male,White,1,Female,23,Firearm,Big Lake,UNK,Spokane,UNK,Washington,48.39 N,-122.23
6974,Murder,10/24/1976,UNK,Male,White,1,Male,16,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
6995,Murder,1/1/1971,UNK,UNK,UNK,1,Female,18,UNK,"Sugarcane field, North on Highway 27",UNK,Miami,UNK,Florida,25.761681,-80.191788
7005,Murder,6/18/1978,UNK,Male,White,1,Male,19,UNK,UNK,4480 W Bath Rd,Akron,UNK,Ohio,41.168501,-81.6619237
7024,Murder,6/7/1905,UNK,Female,White,1,Male,77,Poison,Boarding House,1427 F St,Sacramento,UNK,California,38.582705,-121.4872875
7027,Murder,UNK,UNK,Female,White,1,Male,51,Poison,Boarding House,1428 F St,Sacramento,UNK,California,38.582705,-121.4872875
7040,Murder,10/9/2002,2018,Male,UNK,1,Male,53,Firearm,Gas Station,7203 Sudley Rd,Manassas,UNK,Virginia,38.7977,-77.5175
7058,Murder,8/27/1964,UNK,Male,White,1,Female,66,UNK,UNK,UNK,North Fork,UNK,California,37.229669,-119.509581
7083,Assault,7/5/1985,UNK,Male,Hispanic,1,Female,16,UNK,Home,UNK,Sierra Madre,UNK,California,34.15721,-118.04914
7088,Murder,5/7/1972,UNK,Male,White,1,Female,18,UNK,UNK,UNK,Alameda,UNK,California,37.765205,-122.241638
7090,Kidnapping,2/4/1974,UNK,Male,UNK,1,Female,18,UNK,Single Family Residence,UNK,Tacoma,UNK,Washington,47.2492346,-122.5270366
7119,Murder,3/10/1905,UNK,Male,White,1,Male,UNK,UNK,World's Fair Hotel,614 W 63rd St,Chicago,UNK,Illinois,41.780,-87.640
7125,Murder,1/1/1972,UNK,UNK,UNK,1,Female,20,UNK,UNK,UNK,UNK,Prince George,Maryland,38.7849,-76.8721
7143,"Murder, Kidnapping",1/14/1978,UNK,Male,UNK,5,Female,"21, 20, 20, 21, UNK",UNK,Florida State University,UNK,UNK,UNK,Florida,30.4418778,-84.3006829
7145,"Murder, Rape",6/14/1996,Afternoon,Male,White,1,Female,38,Firearm,UNK,12600 Hangman Valley Road,Spokane,UNK,Washington,47 N,117 W
7166,Reckless Driving,9/7/2019,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,Windermere,UNK,Florida,28.49667,-81.53389
7184,Assault,6/3/2016,2150,UNK,UNK,1,Male,32,Firearm,Street,6700 W Flower St,Phoenix,Maricopa,Arizona,33.48529,-112.203369
7190,Missing Person,9/11/1990,UNK,Female,White,1,Male,40,UNK,UNK,UNK,UNK,Marion,Florida,29.2410352,-82.3676465
7196,Murder,3/24/1988,UNK,Male,White,1,Male,23,UNK,South of Milwaukee,2357 South 57th St.,West Allis,UNK,Wisconsin,43.0016092,-87.9863977
7215,"Attempted Homicide, Robbery",1/11/1981,UNK,Male,White,1,Female,20,UNK,Market,UNK,Sutherlin,UNK,Oregon,43.390118,-123.312576
7220,"Murder, Rape",10/30/1992,UNK,Male,Hispanic,1,Female,32,Hands,Near the Amtrak rail line in downtown Buffalo,UNK,UNK,UNK,UNK,42.87844931,-78.87210618
7226,Robbery,3/8/2018,1235,Male,Black,0,N/A,N/A,Note,M&T Bank,7485 Richmond Highway,Alexandria,UNK,Virginia,38.7551337,-77.0851214
7229,Murder,10/24/1976,UNK,Male,White,1,Male,14,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
7231,Murder,9/14/1980,UNK,Male,Black,1,Male,11,UNK,Street Corner,Glenwood Avenue SE & 2nd Avenue SE,Atlanta,UNK,Georgia,33.740057,-84.309689
7232,Wiretapping,9/26/2019,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,UNK,Florida,UNK,UNK
7234,DUI,UNK,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Miami Dade,Florida,UNK,UNK
7238,Murder,10/14/2002,2119,Male,UNK,1,Female,47,Firearm,Retail,Arlington Blvd & Patrick Dr,Falls Church,UNK,Virginia,38.8686,-77.1499
7262,Assault,6/12/2016,0235,UNK,UNK,1,UNK,UNK,Firearm,Street,6200 W Mariposa Dr,Phoenix,Maricopa,Arizona,33.507729,-112.191868
7287,Murder,2/15/2006,UNK,"Male, Female",White,1,Female,27,Hands,UNK,Lempke Street,New Baltimore,UNK,Michigan,42.68121828,-82.7369
7311,Assault,7/22/1991,UNK,Male,White,1,Male,32,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
7341,Murder,11/9/1888,1045,Male,White,1,Female,UNK,Knife,Victim's Room,13 Miller's Court,London,UNK,United Kingdom,51.4892451,-0.2467709
7345,Murder,10/2/2002,1830,Male,UNK,1,Male,55,Firearm,Grocery,2201 Randolph Rd,Wheaton,UNK,Maryland,39.0603,-77.0473
7379,Failure to register as a sexual offender,4/8/2020,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Orange,Florida,28.51,-81.32
7405,Murder,7/19/1971,UNK,Male,UNK,1,Female,24,UNK,Apartment,UNK,Burlington,UNK,Vermont,44.4925850,-73.2617536
7443,"Murder, Attempted Murder",3/17/1985,UNK,Male,Hispanic,2,Female,"22, 34",UNK,Home,UNK,Rosemead,UNK,California,34.056393,-118.09509
7461,Murder,5/17/1980,UNK,Male,White,1,Male,16,Hands,UNK,195 Melrose Ave,London,UNK,UNK,51.436079,-0.200492
7466,Abduction,10/10/2009,UNK,Male,Black,1,Female,23,UNK,UNK,Park Avenue,Lynchburg,UNK,Virginia,37.404951,-79.158334
7477,"Murder, Rape",12/26/1997,Night,Male,White,1,Female,31,Firearm,UNK,E 4800 14th,Spokane,UNK,Washington,47.1,-122.5
7502,Robbery,11/13/2018,1300,Male,Black,0,N/A,N/A,Note,Wells Fargo,1805 Belle View Blvd,Alexandria,UNK,Virginia,38.7750494,-77.0662701
7559,Rape,12/22/1983,UNK,Male,Hispanic,1,Female,28,UNK,Delaware Park Statue of David Woods,UNK,UNK,UNK,UNK,42.93412578,-78.87231204
7567,Murder,6/23/1980,UNK,Male,Black,1,Male,10,Hands,Tanner's Corner Grocery Store,828 McDonough Blvd SE,Atlanta,UNK,Georgia,33.708959,-84.359512
7584,Murder,9/19/1981,UNK,Male,White,1,Male,24,Hands,UNK,195 Melrose Ave,London,UNK,UNK,51.436079,-0.200492
7609,Falsely Impersonating an Officer,9/2/2019,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Orange,Florida,28.51,-81.32
7661,Murder,1/26/1983,UNK,Male,White,1,Male,20,Hands,Cranley Gardens,UNK,London,UNK,UNK,51.586081,-0.1419054
7676,Murder,1/1/1974,UNK,UNK,UNK,1,Female,22,UNK,UNK,UNK,Savannah,UNK,Georgia,32.0809,-81.0912
7679,Murder,3/6/1981,UNK,Male,Black,1,Male,13,Hands,South River on Waldrop Road,Waldrop Road,Decatur,UNK,Georgia,33.680551,-84.252286
7687,Murder,4/20/1981,UNK,Male,Black,1,Male,23,Hands,Campbellton Road Bridge,Campbellton Rd SW,Atlanta,UNK,Georgia,33.7021,-84.4658
7713,Murder,12/6/2007,UNK,Male,White,1,Female,46,UNK,National forest,Bloxham Cutoff Rd,UNK,UNK,Florida,30.423777,-84.352207
7758,Assault,5/1/1982,UNK,Male,White,1,Male,21,Hands,Cranley Gardens,UNK,London,UNK,UNK,51.586081,-0.1419054
7762,Murder,1/1/1976,UNK,UNK,UNK,1,Female,26,UNK,UNK,UNK,Granite City,UNK,Illinois,38.7014,-90.1487
7765,Murder,1/1/1975,UNK,UNK,UNK,1,Female,25,UNK,UNK,UNK,Knoxville,UNK,Tennessee,35.9606,-83.9207
7777,Assault,9/24/2005,2140,Male,Black,1,Female,26,UNK,Woods behind the Cavalier Court Apartment Complex,11100 Cavalier Ct,Fairfax,UNK,Virginia,38.86204,-77.32809
7787,Murder,4/12/1981,UNK,Male,Black,1,Male,28,Knife,Vacant lot,796 NW Bender Street,Atlanta,UNK,Georgia,33.733299,-84.406571
7804,Murder,3/7/1905,UNK,Male,White,1,Female,21,UNK,World's Fair Hotel,616 W 63rd St,Chicago,UNK,Illinois,41.780,-87.640
7821,Murder,3/20/1981,UNK,Male,Black,1,Male,21,UNK,Chattahoochie Bridge,92 Knox Bridge Hwy,White,UNK,Georgia,34.213733,-84.653917
7826,"Rape, Robbery",5/30/1985,UNK,Male,Hispanic,1,Female,42,UNK,Home,UNK,Burbank,UNK,California,34.2068,-118.28026
7867,Murder,1/1/1971,UNK,UNK,UNK,1,Female,25,UNK,UNK,UNK,Kendall,UNK,Florida,25.666,-80.3578
7878,Murder,5/29/1975,UNK,Male,White,1,Male,22-30,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
7924,Robbery,11/3/2005,2001,Male,Black,1,UNK,UNK,Handgun,UNK,4019 N 32nd St.,Phoenix,Maricopa,Arizona,33.4941014,-112.0147543
7988,Murder,2/5/1973,UNK,Male,White,1,Female,23,Handgun,University of California,UNK,Santa Cruz,UNK,California,36.974117,-122.030792
8034,Murder,10/11/1980,UNK,Male,White,2,"Male, Female","19, 18",Firearm,Point Reyes National Seashore Park,UNK,Point Reyes Station,UNK,California,38.0692,-122.8076
8047,"Murder, Sexual Assault",8/19/1962,UNK,Male,White,1,Female,75,Hands,Apartment,7 Grove St,Boston,UNK,Massachusetts,42.26716,-71.16107
8053,Aggravated Assault,9/5/2002,2230,Male,UNK,1,Male,55,Firearm,Restaurant,9009 Stuart Ln,Clinton,UNK,Maryland,38.7646,-76.8871
8058,Murder,8/6/1976,UNK,Male,White,1,Male,17,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
8072,Rape,5/31/1990,UNK,Male,Hispanic,1,Female,32,Garrote,Ellicott Creek Bike Path,UNK,UNK,UNK,UNK,42.99631291,-78.75898459
8092,Murder,1/20/1976,UNK,Male,White,1,Male,22-32,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
8164,"Murder, Rape",Jul-75,Night,Male,White,1,Female,22,Firearm,UNK,UNK,Walla Walla,UNK,Washington,46.06 N,118.34 W
8178,Murder,6/30/1991,UNK,Male,White,1,Male,20,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
8190,Murder,UNK,UNK,Female,White,1,Female,64,Poison,Boarding House,1429 F St,Sacramento,UNK,California,38.582705,-121.4872875
8205,"Murder, Sexual Assault",6/30/1962,UNK,Male,White,1,Female,65,Hands,Apartment,73 Newhall St,Lynn,UNK,Massachusetts,42.34232,-71.08793
8241,Murder,9/1/1979,UNK,Male,White,1,Female,19,Firearm,Cookie Cliff in Yosemitie National Park,UNK,UNK,UNK,California,UNK,UNK
8248,Sexual Assault,9/15/2005,0940,Male,Black,1,UNK,UNK,Handgun,UNK,4512 N 40th St.,Phoenix,Maricopa,Arizona,33.5030479,-111.9979869
8351,Murder,6/1/1894,UNK,Male,White,1,Male,UNK,UNK,World's Fair Hotel,613 W 63rd St,Chicago,UNK,Illinois,41.780,-87.640
8424,Rape,4/3/1984,UNK,Male,Hispanic,1,Female,22,UNK,"1700 Elmwood Ave, near railroad overpass",UNK,UNK,UNK,UNK,42.94342135,-78.87946775
8441,"Murder, Rape",7/7/1998,Afternoon,Male,White,1,Female,47,Firearm,UNK,N 218 Crestline,Spokane,UNK,Washington,47.6,-117.4
8446,Murder,3/18/1988,UNK,Male,UNK,1,Female,27,UNK,Salmon River,Lehigh Rd,UNK,UNK,New York,43.540085,-75.881971
8461,Murder,7/31/1990,UNK,Female,White,1,Male,50,Handgun,State Road 19,UNK,UNK,Marion,Florida,29.2410352,-82.3676465
8480,Murder,7/15/1997,0845,Male,White,1,Male,50,Firearm,UNK,UNK,Miami Beach,UNK,Florida,UNK,UNK
8481,Aggravated Assault,10/19/2002,2000,Male,UNK,1,Male,37,Firearm,Restaurant,809 England St,Ashland,UNK,Virginia,37.758,-77.4652
8493,Murder,10/19/1989,UNK,UNK,UNK,2,"Male, Female","18, 21",Knife,Wooded area,UNK,UNK,New Kent County,Virginia,37.51,-77
8499,Murder,7/25/1982,UNK,Male,White,1,Female,23,UNK,Near the intersection of S 188th St & Orillia Rd,Orillia Rd & S. 188th St.,SeaTac,UNK,Washington,UNK,UNK
8523,Aggravated Assault,10/7/2002,0809,Male,UNK,1,Male,13,Firearm,School,4901 Collington Rd,Bowie,UNK,Maryland,38.9584,-76.7451
8525,Murder,10/21/2007,1400,Male,White,1,Female,84,UNK,National forest,11250 Pisgah Hwy,Pisgah Forest,UNK,North Carolina,35.316483,-82.790056
8586,Murder,1/1/1975,UNK,UNK,UNK,1,Female,23,UNK,UNK,UNK,Miami,UNK,Florida,25.7617,-80.1918
8607,Assault,11/23/1981,UNK,Male,White,1,Male,25,Hands,Cranley Gardens,UNK,London,UNK,UNK,51.586081,-0.1419054
8630,Murder,2/16/2002,1900,Male,UNK,1,Female,21,Firearm,Home,UNK,Tacoma,UNK,Washington,47.2494,-122.5269
8700,Theft,8/11/1995,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Dekalb,Georgia,UNK,UNK
8710,Murder,11/18/1977,UNK,Male,White,1,Male,20,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
8719,Murder,7/9/1983,UNK,Male,White,1,Female,18,UNK,Not found,UNK,UNK,UNK,Washington,UNK,UNK
8732,Assault,8/16/2015,2200,UNK,UNK,1,UNK,61,Firearm,Street,900 E Montebello Ave,Phoenix,Maricopa,Arizona,33.52062262,-112.0626503
8740,Robbery,12/2/2007,UNK,Male,White,1,Female,46,UNK,Hancock Whitney ATM,101 N Monroe St,Tallahassee,UNK,Florida,30.438631,-84.280992
8763,Sexual Assault,5/1/2006,2100,Male,Black,1,UNK,UNK,Handgun,Parking lot,2950 N 32nd St.,Phoenix,Maricopa,Arizona,33.4820697,-112.015462
8783,"Attempted Murder, Sexual Assault, Robbery",8/24/1985,UNK,Male,Hispanic,2,"Male, Female","30, 29",UNK,Home,UNK,Mission Viejo,UNK,California,33.625016,-117.68289
8792,Murder,1/1/1984,UNK,UNK,UNK,1,Female,UNK,UNK,UNK,UNK,Fort Myers,UNK,Florida,26.6406,-81.8723
8795,"Sexual Assault, Robbery",8/14/2005,0410,Male,Black,1,UNK,UNK,Handgun,UNK,2425 E Thomas Rd.,Phoenix,Maricopa,Arizona,33.4800947,-112.0309626
8803,Robbery,1/2/2019,UNK,Male,Black,0,N/A,N/A,Note,Capital One bank,15460 Annapolis Road,Bowie,UNK,Maryland,39.0259514,-77.0438126
8805,Murder,2/9/1978,UNK,Male,UNK,1,Female,12,UNK,School,UNK,Salt Lake City,UNK,Utah,30.2015238,-82.6950022
8859,Murder,7/15/1991,UNK,Male,White,1,Male,23,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
8876,Murder,9/17/1972,UNK,Male,White,1,Female,15,UNK,UNK,UNK,San Francisco,UNK,California,37.7749,-122.4194
8925,Murder,4/11/2020,UNK,Male,UNK,1,Female,UNK,Hands,Jones Beach State Park,UNK,Wantagh,UNK,New York,40.5964899,-73.50805382
8933,Robbery,12/3/2007,UNK,Male,White,1,Female,46,UNK,Hancock Whitney ATM,101 N Monroe St,Tallahassee,UNK,Florida,30.438631,-84.280992
8941,"Murder, Robbery",4/27/1997,0955,Male,White,1,Male,28,Hands,UNK,UNK,Minneapolis,UNK,Minnesota,UNK,UNK
8969,"Sexual Assault, Robbery",9/28/2005,2130,Male,Black,1,UNK,UNK,Handgun,UNK,7202 S Central Ave.,Phoenix,Maricopa,Arizona,33.3811256,-112.0758344
8988,Murder,10/11/2002,0940,Male,UNK,1,Male,53,Firearm,Gas Station,"Exxon, Spotsylvania",Fredericksburg,UNK,Virginia,38.235,-77.559
8991,Rape,5/1/1989,UNK,Male,Hispanic,1,Female,15,UNK,Near an abandoned building in Buffalo,UNK,UNK,UNK,UNK,UNK,UNK
8997,Failure to appear to sexual offender hearing,2/14/2018,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,Orlando,UNK,Florida,28.54,-81.38
9015,"Murder, Robbery",7/20/1985,UNK,Male,Hispanic,2,"Male, Female","68, 66",UNK,Home,UNK,Glendale,UNK,California,34.153494,-118.27892
9019,Murder,5/6/1974,UNK,Male,UNK,1,Female,20,UNK,Oregon State University,UNK,UNK,UNK,Oregon,44.5637806,-123.2816383
